edge_id,source,target,total_count
mention::dbongino|topic::media_communications,mention::dbongino,topic::media_communications,115
mention::realdonaldtrumphttps|topic::media_communications,mention::realdonaldtrumphttps,topic::media_communications,115
hashtag::celebapprentice|mention::realdonaldtrump,hashtag::celebapprentice,mention::realdonaldtrump,114
loc::china|topic::law_justice_crime,loc::china,topic::law_justice_crime,114
loc::nevada|topic::media_communications,loc::nevada,topic::media_communications,114
loc::usa|mention::realdonaldtrump,loc::usa,mention::realdonaldtrump,114
mention::oann|topic::media_communications,mention::oann,topic::media_communications,114
mention::oan|per::trump,mention::oan,per::trump,114
mention::scavino45|topic::media_communications,mention::scavino45,topic::media_communications,114
mention::trumpdoral|topic::media_communications,mention::trumpdoral,topic::media_communications,114
loc::ohio|topic::elections_campaigns,loc::ohio,topic::elections_campaigns,113
loc::usa|topic::elections_campaigns,loc::usa,topic::elections_campaigns,113
mention::whitehouse|org::h,mention::whitehouse,org::h,113
mention::oreillyfactor|topic::media_communications,mention::oreillyfactor,topic::media_communications,112
org::v|topic::media_communications,org::v,topic::media_communications,112
per::b|topic::endorsements_appointments,per::b,topic::endorsements_appointments,112
loc::america|topic::defense_military_veterans,loc::america,topic::defense_military_veterans,111
loc::southern border|topic::immigration_border,loc::southern border,topic::immigration_border,111
loc::scotland|topic::media_communications,loc::scotland,topic::media_communications,110
mention::foxnews|topic::elections_campaigns,mention::foxnews,topic::elections_campaigns,110
org::makea|topic::elections_campaigns,org::makea,topic::elections_campaigns,110
hashtag::celebrityapprentice|mention::realdonaldtrump,hashtag::celebrityapprentice,mention::realdonaldtrump,109
mention::tomfitton|topic::law_justice_crime,mention::tomfitton,topic::law_justice_crime,109
org::cnn|topic::health_public_health,org::cnn,topic::health_public_health,109
org::congress|topic::health_public_health,org::congress,topic::health_public_health,109
per::let|topic::law_justice_crime,per::let,topic::law_justice_crime,109
per::p|topic::law_justice_crime,per::p,topic::law_justice_crime,109
per::come|topic::law_justice_crime,per::come,topic::law_justice_crime,108
per::mel|topic::media_communications,per::mel,topic::media_communications,108
loc::california|topic::media_communications,loc::california,topic::media_communications,107
loc::u. s|topic::economy_trade_taxes,loc::u. s,topic::economy_trade_taxes,107
mention::foxandfriends|topic::law_justice_crime,mention::foxandfriends,topic::law_justice_crime,107
mention::mariabartiromo|topic::media_communications,mention::mariabartiromo,topic::media_communications,107
mention::realdonaldtrump|per::joe biden,mention::realdonaldtrump,per::joe biden,107
per::schi|topic::media_communications,per::schi,topic::media_communications,107
loc::usa|topic::health_public_health,loc::usa,topic::health_public_health,106
per::joe|topic::elections_campaigns,per::joe,topic::elections_campaigns,106
per::j|topic::law_justice_crime,per::j,topic::law_justice_crime,106
loc::russia|loc::ukraine,loc::russia,loc::ukraine,105
loc::south carolina|topic::media_communications,loc::south carolina,topic::media_communications,105
loc::u. s|topic::endorsements_appointments,loc::u. s,topic::endorsements_appointments,105
mention::apprenticenbc|topic::endorsements_appointments,mention::apprenticenbc,topic::endorsements_appointments,105
mention::foxnews|mention::seanhannity,mention::foxnews,mention::seanhannity,105
org::fbi|topic::elections_campaigns,org::fbi,topic::elections_campaigns,105
org::rsb|topic::media_communications,org::rsb,topic::media_communications,105
per::donald|topic::elections_campaigns,per::donald,topic::elections_campaigns,105
hashtag::celebapprentice|topic::endorsements_appointments,hashtag::celebapprentice,topic::endorsements_appointments,104
loc::wisconsin|topic::elections_campaigns,loc::wisconsin,topic::elections_campaigns,104
mention::realdonaldtrump|org::cnn,mention::realdonaldtrump,org::cnn,104
per::joe|topic::law_justice_crime,per::joe,topic::law_justice_crime,104
per::obama|topic::energy_environment,per::obama,topic::energy_environment,104
mention::barackobama|topic::energy_environment,mention::barackobama,topic::energy_environment,103
mention::foxnews|per::trump,mention::foxnews,per::trump,103
mention::oan|mention::rumble,mention::oan,mention::rumble,103
org::w|topic::media_communications,org::w,topic::media_communications,103
per::putin|topic::foreign_policy_diplomacy,per::putin,topic::foreign_policy_diplomacy,103
hashtag::trump|topic::media_communications,hashtag::trump,topic::media_communications,102
loc::america|topic::energy_environment,loc::america,topic::energy_environment,102
loc::middle east|topic::foreign_policy_diplomacy,loc::middle east,topic::foreign_policy_diplomacy,102
loc::south carolina|topic::elections_campaigns,loc::south carolina,topic::elections_campaigns,102
loc::texas|topic::immigration_border,loc::texas,topic::immigration_border,102
org::fbi|per::trump,org::fbi,per::trump,102
loc::mexico|topic::law_justice_crime,loc::mexico,topic::law_justice_crime,101
loc::mexico|topic::media_communications,loc::mexico,topic::media_communications,101
loc::u. s|loc::united states,loc::u. s,loc::united states,101
mention::oan|per::donald j,mention::oan,per::donald j,101
per::ed hillary|per::rook,per::ed hillary,per::rook,101
per::hillary|topic::law_justice_crime,per::hillary,topic::law_justice_crime,101
per::mu|topic::law_justice_crime,per::mu,topic::law_justice_crime,101
topic::elections_campaigns|topic::foreign_policy_diplomacy,topic::elections_campaigns,topic::foreign_policy_diplomacy,101
mention::lindseygrahamsc|topic::media_communications,mention::lindseygrahamsc,topic::media_communications,100
org::s|topic::media_communications,org::s,topic::media_communications,100
per::sleep|topic::media_communications,per::sleep,topic::media_communications,100
loc::las vegas|topic::media_communications,loc::las vegas,topic::media_communications,99
loc::new york state|topic::law_justice_crime,loc::new york state,topic::law_justice_crime,99
loc::pennsylvania|topic::health_public_health,loc::pennsylvania,topic::health_public_health,99
loc::u. s|topic::energy_environment,loc::u. s,topic::energy_environment,99
mention::realamericasvoice|mention::realdonaldtrump,mention::realamericasvoice,mention::realdonaldtrump,99
org::g|topic::elections_campaigns,org::g,topic::elections_campaigns,99
per::c|per::joe,per::c,per::joe,99
per::rook|topic::law_justice_crime,per::rook,topic::law_justice_crime,99
per::trump|topic::defense_military_veterans,per::trump,topic::defense_military_veterans,99
loc::new york|topic::health_public_health,loc::new york,topic::health_public_health,98
loc::white house|topic::health_public_health,loc::white house,topic::health_public_health,98
per::joe|per::joe biden,per::joe,per::joe biden,98
mention::apprenticenbc|org::nbc,mention::apprenticenbc,org::nbc,97
per::adam schiff|topic::congress_governance,per::adam schiff,topic::congress_governance,97
per::b|topic::immigration_border,per::b,topic::immigration_border,97
per::c|per::hillary clinton,per::c,per::hillary clinton,97
per::donald trump|per::trump,per::donald trump,per::trump,97
loc::new york|topic::elections_campaigns,loc::new york,topic::elections_campaigns,96
loc::ukraine|topic::law_justice_crime,loc::ukraine,topic::law_justice_crime,96
org::cnn|per::trump,org::cnn,per::trump,96
per::a|topic::law_justice_crime,per::a,topic::law_justice_crime,96
loc::virginia|topic::media_communications,loc::virginia,topic::media_communications,95
mention::trumpchicago|topic::media_communications,mention::trumpchicago,topic::media_communications,95
org::ce|topic::media_communications,org::ce,topic::media_communications,95
per::bush|topic::media_communications,per::bush,topic::media_communications,95
mention::realdonaldtrump|org::t,mention::realdonaldtrump,org::t,94
per::kamal|topic::law_justice_crime,per::kamal,topic::law_justice_crime,94
per::mark levin|topic::media_communications,per::mark levin,topic::media_communications,94
loc::nevada|topic::elections_campaigns,loc::nevada,topic::elections_campaigns,93
mention::danscavino|topic::health_public_health,mention::danscavino,topic::health_public_health,93
mention::vp|topic::media_communications,mention::vp,topic::media_communications,93
org::foxnews|per::trump,org::foxnews,per::trump,93
org::lamestream media|topic::media_communications,org::lamestream media,topic::media_communications,93
mention::ivankatrump|mention::realdonaldtrump,mention::ivankatrump,mention::realdonaldtrump,92
mention::rsbn|org::rsb,mention::rsbn,org::rsb,92
per::b bush|per::je,per::b bush,per::je,92
per::o|topic::media_communications,per::o,topic::media_communications,92
loc::iowa|topic::health_public_health,loc::iowa,topic::health_public_health,91
loc::north carolina|topic::elections_campaigns,loc::north carolina,topic::elections_campaigns,91
loc::white house|per::trump,loc::white house,per::trump,91
mention::mike_pence|topic::media_communications,mention::mike_pence,topic::media_communications,91
per::a harris|topic::media_communications,per::a harris,topic::media_communications,91
per::b|per::c,per::b,per::c,91
per::joe biden|topic::endorsements_appointments,per::joe biden,topic::endorsements_appointments,91
loc::d. c|topic::law_justice_crime,loc::d. c,topic::law_justice_crime,90
loc::japan|topic::foreign_policy_diplomacy,loc::japan,topic::foreign_policy_diplomacy,90
mention::ivankatrump|topic::endorsements_appointments,mention::ivankatrump,topic::endorsements_appointments,90
mention::newsmax|org::rsb,mention::newsmax,org::rsb,90
mention::realamericasvoice|org::rsb,mention::realamericasvoice,org::rsb,90
org::america first|topic::elections_campaigns,org::america first,topic::elections_campaigns,90
org::f|topic::health_public_health,org::f,topic::health_public_health,90
org::republican party|topic::congress_governance,org::republican party,topic::congress_governance,90
